x	y = x^2	y = x
0.931000	0.866761	0.931000
0.932000	0.868624	0.932000
0.933000	0.870489	0.933000
0.934000	0.872356	0.934000
0.935000	0.874225	0.935000
0.936000	0.876096	0.936000
0.937000	0.877969	0.937000
0.938000	0.879844	0.938000
0.939000	0.881721	0.939000
0.940000	0.883600	0.940000
0.941000	0.885481	0.941000
0.942000	0.887364	0.942000
0.943000	0.889249	0.943000
0.944000	0.891136	0.944000
0.945000	0.893025	0.945000
0.946000	0.894916	0.946000
0.947000	0.896809	0.947000
0.948000	0.898704	0.948000
0.949000	0.900601	0.949000
0.950000	0.902500	0.950000
0.951000	0.904401	0.951000
0.952000	0.906304	0.952000
0.953000	0.908209	0.953000
0.954000	0.910116	0.954000
0.955000	0.912025	0.955000
0.956000	0.913936	0.956000
0.957000	0.915849	0.957000
0.958000	0.917764	0.958000
0.959000	0.919681	0.959000
0.960000	0.921600	0.960000
0.961000	0.923521	0.961000
0.962000	0.925444	0.962000
0.963000	0.927369	0.963000
0.964000	0.929296	0.964000
0.965000	0.931225	0.965000
0.966000	0.933156	0.966000
0.967000	0.935089	0.967000
0.968000	0.937024	0.968000
0.969000	0.938961	0.969000
0.970000	0.940900	0.970000
0.971000	0.942841	0.971000
0.972000	0.944784	0.972000
0.973000	0.946729	0.973000
0.974000	0.948676	0.974000
0.975000	0.950625	0.975000
0.976000	0.952576	0.976000
0.977000	0.954529	0.977000
0.978000	0.956484	0.978000
0.979000	0.958441	0.979000
0.980000	0.960400	0.980000
0.981000	0.962361	0.981000
0.982000	0.964324	0.982000
0.983000	0.966289	0.983000
0.984000	0.968256	0.984000
0.985000	0.970225	0.985000
0.986000	0.972196	0.986000
0.987000	0.974169	0.987000
0.988000	0.976144	0.988000
0.989000	0.978121	0.989000
0.990000	0.980100	0.990000
0.991000	0.982081	0.991000
0.992000	0.984064	0.992000
0.993000	0.986049	0.993000
0.994000	0.988036	0.994000
0.995000	0.990025	0.995000
0.996000	0.992016	0.996000
0.997000	0.994009	0.997000
0.998000	0.996004	0.998000
0.999000	0.998001	0.999000
